# BUSCO version is: 5.3.2 
# The lineage dataset is: bacteria_odb10 (Creation date: 2020-03-06, number of genomes: 4085, number of BUSCOs: 124)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
469058at2	Complete	NODE_19_length_53876_cov_137.269392	52458	53474	-	434.9	292	https://www.orthodb.org/v10?query=469058at2	phenylalanine--tRNA ligase subunit alpha
504464at2	Duplicated	NODE_273_length_15571_cov_90.118046	4335	5903	+	307.6	231	https://www.orthodb.org/v10?query=504464at2	GMP synthase 
504464at2	Duplicated	NODE_766_length_5375_cov_4.099660	2946	4490	+	286.6	232	https://www.orthodb.org/v10?query=504464at2	GMP synthase 
505485at2	Complete	NODE_94_length_27185_cov_96.983437	23695	25242	-	219.3	244	https://www.orthodb.org/v10?query=505485at2	DNA repair protein RadA
533698at2	Duplicated	NODE_115_length_25346_cov_120.049943	20606	21898	+	383.7	286	https://www.orthodb.org/v10?query=533698at2	Enolase
533698at2	Duplicated	NODE_1196_length_2616_cov_8.960221	216	1493	+	349.8	279	https://www.orthodb.org/v10?query=533698at2	Enolase
662686at2	Complete	NODE_150_length_22427_cov_176.942685	11817	12791	+	238.4	226	https://www.orthodb.org/v10?query=662686at2	DNA-directed RNA polymerase subunit alpha
665824at2	Complete	NODE_224_length_17314_cov_71.804374	10149	11858	-	808.7	541	https://www.orthodb.org/v10?query=665824at2	proline--tRNA ligase
761140at2	Complete	NODE_18_length_54299_cov_99.117148	38880	40892	+	183.2	298	https://www.orthodb.org/v10?query=761140at2	methionine--tRNA ligase
776861at2	Complete	NODE_19_length_53876_cov_137.269392	48272	48958	-	283.6	204	https://www.orthodb.org/v10?query=776861at2	cytidylate kinase
837522at2	Complete	NODE_59_length_33138_cov_86.800823	27929	29470	-	655.6	408	https://www.orthodb.org/v10?query=837522at2	ATP synthase subunit alpha
841869at2	Complete	NODE_61_length_32682_cov_78.267720	8952	9857	+	150.1	185	https://www.orthodb.org/v10?query=841869at2	UDP-N-acetylenolpyruvoylglucosamine reductase
874197at2	Complete	NODE_7_length_69274_cov_106.351663	64639	65667	-	422.9	272	https://www.orthodb.org/v10?query=874197at2	Holliday junction DNA helicase RuvB
923547at2	Duplicated	NODE_209_length_18333_cov_98.281770	851	1945	-	448.6	308	https://www.orthodb.org/v10?query=923547at2	phosphoribosylformylglycinamidine cyclo-ligase
923547at2	Duplicated	NODE_1164_length_2751_cov_6.058699	41	1036	-	400.8	312	https://www.orthodb.org/v10?query=923547at2	phosphoribosylformylglycinamidine cyclo-ligase
932854at2	Complete	NODE_21_length_50633_cov_89.474207	25047	26324	+	667.6	417	https://www.orthodb.org/v10?query=932854at2	phosphoribosylamine--glycine ligase
932993at2	Complete	NODE_18_length_54299_cov_99.117148	27816	29117	+	71.8	283	https://www.orthodb.org/v10?query=932993at2	trigger factor
961486at2	Duplicated	NODE_2_length_111158_cov_110.480244	31727	32545	+	231.7	172	https://www.orthodb.org/v10?query=961486at2	Ribosomal protein L2
961486at2	Duplicated	NODE_380_length_11804_cov_4.086467	8291	9118	-	199.1	197	https://www.orthodb.org/v10?query=961486at2	Ribosomal protein L2
981870at2	Duplicated	NODE_57_length_33611_cov_99.799606	27369	28439	+	326.4	261	https://www.orthodb.org/v10?query=981870at2	chorismate synthase
981870at2	Duplicated	NODE_526_length_8838_cov_8.191759	1691	2764	+	295.6	258	https://www.orthodb.org/v10?query=981870at2	chorismate synthase
984717at2	Complete	NODE_283_length_15122_cov_92.341908	3915	4811	-	229.0	224	https://www.orthodb.org/v10?query=984717at2	GTPase Era
1009041at2	Complete	NODE_61_length_32682_cov_78.267720	10934	12115	+	249.0	217	https://www.orthodb.org/v10?query=1009041at2	cell division protein FtsZ
1024388at2	Complete	NODE_113_length_25450_cov_106.006227	17712	18872	-	447.8	307	https://www.orthodb.org/v10?query=1024388at2	methionine adenosyltransferase
1036075at2	Missing
1043239at2	Duplicated	NODE_232_length_16999_cov_115.817102	16035	16766	-	152.9	153	https://www.orthodb.org/v10?query=1043239at2	Uridylate kinase
1043239at2	Duplicated	NODE_1031_length_3432_cov_4.529955	1915	2622	-	134.3	143	https://www.orthodb.org/v10?query=1043239at2	Uridylate kinase
1049662at2	Complete	NODE_188_length_19456_cov_93.305743	3114	4652	+	610.1	437	https://www.orthodb.org/v10?query=1049662at2	Bifunctional purine biosynthesis protein PurH
1054741at2	Complete	NODE_79_length_28656_cov_80.472130	7330	8418	-	436.9	326	https://www.orthodb.org/v10?query=1054741at2	tRNA 2-thiouridine(34) synthase MnmA
1069591at2	Complete	NODE_31_length_44052_cov_101.924798	21875	22831	+	161.7	188	https://www.orthodb.org/v10?query=1069591at2	tRNA dimethylallyltransferase
1074831at2	Complete	NODE_58_length_33340_cov_59.493612	2577	4271	-	305.2	409	https://www.orthodb.org/v10?query=1074831at2	DNA repair protein RecN
1080436at2	Duplicated	NODE_21_length_50633_cov_89.474207	308	1366	+	380.2	263	https://www.orthodb.org/v10?query=1080436at2	Protein RecA
1080436at2	Duplicated	NODE_894_length_4446_cov_6.061112	3228	4247	+	377.2	260	https://www.orthodb.org/v10?query=1080436at2	Protein RecA
1093223at2	Complete	NODE_338_length_13428_cov_64.443862	3480	4829	+	324.1	352	https://www.orthodb.org/v10?query=1093223at2	UDP-N-acetylmuramoylalanine-D-glutamate ligase
1132353at2	Duplicated	NODE_2_length_111158_cov_110.480244	33320	33955	+	208.4	160	https://www.orthodb.org/v10?query=1132353at2	K Homology domain
1132353at2	Duplicated	NODE_380_length_11804_cov_4.086467	6971	7672	-	184.0	160	https://www.orthodb.org/v10?query=1132353at2	K Homology domain
1151822at2	Complete	NODE_94_length_27185_cov_96.983437	2454	3539	-	287.4	263	https://www.orthodb.org/v10?query=1151822at2	Phospho-N-acetylmuramoyl-pentapeptide-transferase
1166299at2	Complete	NODE_76_length_29591_cov_90.848411	13466	14365	+	117.5	125	https://www.orthodb.org/v10?query=1166299at2	tRNA pseudouridine synthase B
1211060at2	Duplicated	NODE_150_length_22427_cov_176.942685	11038	11658	+	201.3	162	https://www.orthodb.org/v10?query=1211060at2	30S ribosomal protein S4
1211060at2	Duplicated	NODE_634_length_7059_cov_4.091808	5678	6304	-	187.5	163	https://www.orthodb.org/v10?query=1211060at2	30S ribosomal protein S4
1257362at2	Complete	NODE_512_length_9066_cov_81.269885	434	1438	-	250.5	234	https://www.orthodb.org/v10?query=1257362at2	tRNA N6-adenosine threonylcarbamoyltransferase
1266295at2	Complete	NODE_68_length_30840_cov_68.029776	18003	18755	-	330.0	246	https://www.orthodb.org/v10?query=1266295at2	Triosephosphate isomerase
1270636at2	Complete	NODE_2_length_111158_cov_110.480244	30146	30799	+	175.0	160	https://www.orthodb.org/v10?query=1270636at2	50S ribosomal protein L3
1272633at2	Duplicated	NODE_94_length_27185_cov_96.983437	6627	7556	-	132.1	161	https://www.orthodb.org/v10?query=1272633at2	16S rRNA (cytosine(1402)-N(4))-methyltransferase
1272633at2	Duplicated	NODE_655_length_6793_cov_4.001936	4251	5156	-	113.8	159	https://www.orthodb.org/v10?query=1272633at2	16S rRNA (cytosine(1402)-N(4))-methyltransferase
1346419at2	Complete	NODE_114_length_25419_cov_6.856760	18962	20182	-	227.0	295	https://www.orthodb.org/v10?query=1346419at2	phosphopantothenoylcysteine decarboxylase
1395197at2	Duplicated	NODE_232_length_16999_cov_115.817102	10420	11754	-	127.0	180	https://www.orthodb.org/v10?query=1395197at2	Zinc metalloprotease
1395197at2	Duplicated	NODE_379_length_11823_cov_8.174442	6769	7815	-	120.9	166	https://www.orthodb.org/v10?query=1395197at2	Zinc metalloprotease
1398618at2	Duplicated	NODE_150_length_22427_cov_176.942685	5326	5868	+	146.1	137	https://www.orthodb.org/v10?query=1398618at2	50S ribosomal protein L6
1398618at2	Duplicated	NODE_380_length_11804_cov_4.086467	3775	4308	-	135.1	137	https://www.orthodb.org/v10?query=1398618at2	50S ribosomal protein L6
1419877at2	Complete	NODE_17_length_54641_cov_104.869236	25130	26146	-	281.0	256	https://www.orthodb.org/v10?query=1419877at2	glycerol-3-phosphate dehydrogenase
1456375at2	Complete	NODE_150_length_22427_cov_176.942685	4048	4590	+	218.1	141	https://www.orthodb.org/v10?query=1456375at2	50S ribosomal protein L5
1470978at2	Complete	NODE_155_length_21809_cov_88.795877	7437	7961	-	88.5	106	https://www.orthodb.org/v10?query=1470978at2	50S ribosomal protein L10
1490892at2	Complete	NODE_693_length_6376_cov_74.046039	5476	6204	+	47.6	93	https://www.orthodb.org/v10?query=1490892at2	16S rRNA (uracil(1498)-N(3))-methyltransferase
1491686at2	Duplicated	NODE_824_length_4883_cov_82.354973	539	1192	+	140.5	129	https://www.orthodb.org/v10?query=1491686at2	adenylate kinase
1491686at2	Duplicated	NODE_1121_length_2944_cov_11.487967	190	837	-	139.2	129	https://www.orthodb.org/v10?query=1491686at2	adenylate kinase
1497415at2	Complete	NODE_62_length_32294_cov_98.675327	11754	12239	-	41.1	56	https://www.orthodb.org/v10?query=1497415at2	Ribosome maturation factor RimM
1502854at2	Duplicated	NODE_135_length_23541_cov_110.171795	14724	15338	-	260.2	187	https://www.orthodb.org/v10?query=1502854at2	guanylate kinase
1502854at2	Duplicated	NODE_991_length_3712_cov_8.114014	1557	2183	-	228.3	185	https://www.orthodb.org/v10?query=1502854at2	guanylate kinase
1504821at2	Complete	NODE_148_length_22561_cov_71.401308	8300	9217	+	196.3	216	https://www.orthodb.org/v10?query=1504821at2	Riboflavin biosynthesis protein
1505038at2	Duplicated	NODE_150_length_22427_cov_176.942685	6425	6940	+	210.1	147	https://www.orthodb.org/v10?query=1505038at2	30S ribosomal protein S5
1505038at2	Duplicated	NODE_380_length_11804_cov_4.086467	2951	3394	-	192.5	130	https://www.orthodb.org/v10?query=1505038at2	30S ribosomal protein S5
1540940at2	Complete	NODE_2_length_111158_cov_110.480244	26922	27392	+	195.7	133	https://www.orthodb.org/v10?query=1540940at2	30S ribosomal protein S7
1567535at2	Complete	NODE_150_length_22427_cov_176.942685	8570	9898	+	352.1	304	https://www.orthodb.org/v10?query=1567535at2	Protein translocase subunit SecY
1572673at2	Duplicated	NODE_2_length_111158_cov_110.480244	30816	31427	+	112.9	98	https://www.orthodb.org/v10?query=1572673at2	50S ribosomal protein L4
1572673at2	Duplicated	NODE_380_length_11804_cov_4.086467	9423	10025	-	96.1	91	https://www.orthodb.org/v10?query=1572673at2	50S ribosomal protein L4
1574817at2	Complete	NODE_324_length_13807_cov_114.849818	7120	7548	+	130.3	138	https://www.orthodb.org/v10?query=1574817at2	Transcription antitermination protein NusB
1590629at2	Complete	NODE_743_length_5702_cov_10.976178	4650	5249	-	39.0	75	https://www.orthodb.org/v10?query=1590629at2	Ribosomal RNA small subunit methyltransferase G
1592033at2	Complete	NODE_31_length_44052_cov_101.924798	23267	24544	+	492.1	379	https://www.orthodb.org/v10?query=1592033at2	GTPase HflX
1595498at2	Complete	NODE_414_length_11154_cov_10.870091	6834	7283	+	36.3	37	https://www.orthodb.org/v10?query=1595498at2	Ribosome maturation factor RimP
1623045at2	Duplicated	NODE_334_length_13499_cov_78.354642	134	886	-	264.6	187	https://www.orthodb.org/v10?query=1623045at2	30S ribosomal protein S2
1623045at2	Duplicated	NODE_127_length_24396_cov_8.498376	999	1784	-	242.7	185	https://www.orthodb.org/v10?query=1623045at2	30S ribosomal protein S2
1661836at2	Complete	NODE_362_length_12509_cov_6.340894	6573	7148	-	79.2	145	https://www.orthodb.org/v10?query=1661836at2	recombination protein RecR
1666043at2	Complete	NODE_2_length_111158_cov_110.480244	32976	33308	+	112.4	85	https://www.orthodb.org/v10?query=1666043at2	50S ribosomal protein L22
1671455at2	Duplicated	NODE_155_length_21809_cov_88.795877	8163	8852	-	213.5	161	https://www.orthodb.org/v10?query=1671455at2	50S ribosomal protein L1
1671455at2	Duplicated	NODE_123_length_24743_cov_6.667518	3310	4002	+	210.1	164	https://www.orthodb.org/v10?query=1671455at2	50S ribosomal protein L1
1674344at2	Complete	NODE_232_length_16999_cov_115.817102	15472	16038	-	153.2	134	https://www.orthodb.org/v10?query=1674344at2	ribosome recycling factor
1676462at2	Duplicated	NODE_278_length_15354_cov_77.792368	11906	12463	+	135.0	115	https://www.orthodb.org/v10?query=1676462at2	Peptidyl-tRNA hydrolase
1676462at2	Duplicated	NODE_1713_length_1319_cov_4.606280	830	1318	+	133.5	108	https://www.orthodb.org/v10?query=1676462at2	Peptidyl-tRNA hydrolase
1692188at2	Complete	NODE_150_length_22427_cov_176.942685	4918	5310	+	200.8	129	https://www.orthodb.org/v10?query=1692188at2	30S ribosomal protein S8
1698718at2	Duplicated	NODE_62_length_32294_cov_98.675327	10406	10771	-	125.4	88	https://www.orthodb.org/v10?query=1698718at2	50S ribosomal protein L19
1698718at2	Duplicated	NODE_599_length_7456_cov_6.357772	1418	1774	-	112.9	88	https://www.orthodb.org/v10?query=1698718at2	50S ribosomal protein L19
1701531at2	Complete	NODE_59_length_33138_cov_86.800823	25258	26121	-	171.3	147	https://www.orthodb.org/v10?query=1701531at2	ATP synthase gamma chain
1702697at2	Duplicated	NODE_155_length_21809_cov_88.795877	8853	9284	-	133.3	104	https://www.orthodb.org/v10?query=1702697at2	50S ribosomal protein L11
1702697at2	Duplicated	NODE_123_length_24743_cov_6.667518	2810	3235	+	113.9	104	https://www.orthodb.org/v10?query=1702697at2	50S ribosomal protein L11
1707228at2	Duplicated	NODE_2_length_111158_cov_110.480244	26523	26897	+	174.1	109	https://www.orthodb.org/v10?query=1707228at2	30S ribosomal protein S12
1707228at2	Duplicated	NODE_1849_length_1133_cov_6.942975	344	718	-	170.5	100	https://www.orthodb.org/v10?query=1707228at2	30S ribosomal protein S12
1713391at2	Duplicated	NODE_150_length_22427_cov_176.942685	10630	11019	+	152.5	96	https://www.orthodb.org/v10?query=1713391at2	30S ribosomal protein S11
1713391at2	Duplicated	NODE_634_length_7059_cov_4.091808	6315	6707	-	135.9	96	https://www.orthodb.org/v10?query=1713391at2	30S ribosomal protein S11
1720952at2	Duplicated	NODE_331_length_13562_cov_76.977234	12793	13260	+	193.8	141	https://www.orthodb.org/v10?query=1720952at2	SsrA-binding protein
1720952at2	Duplicated	NODE_249_length_16306_cov_6.120340	9815	10294	+	178.4	140	https://www.orthodb.org/v10?query=1720952at2	SsrA-binding protein
1758685at2	Missing
1760144at2	Complete	NODE_205_length_18535_cov_54.680301	2765	3238	-	92.9	84	https://www.orthodb.org/v10?query=1760144at2	translation initiation factor IF-3
1766414at2	Complete	NODE_273_length_15571_cov_90.118046	2519	2905	-	111.8	98	https://www.orthodb.org/v10?query=1766414at2	30S ribosomal protein S9
1772647at2	Complete	NODE_150_length_22427_cov_176.942685	10258	10617	+	139.0	97	https://www.orthodb.org/v10?query=1772647at2	30S ribosomal protein S13
1776954at2	Complete	NODE_277_length_15397_cov_88.737272	13291	13659	-	67.5	69	https://www.orthodb.org/v10?query=1776954at2	30S ribosomal protein S6
1786618at2	Duplicated	NODE_2_length_111158_cov_110.480244	34123	34536	+	152.5	102	https://www.orthodb.org/v10?query=1786618at2	50S ribosomal protein L16
1786618at2	Duplicated	NODE_380_length_11804_cov_4.086467	6543	6968	-	142.4	100	https://www.orthodb.org/v10?query=1786618at2	50S ribosomal protein L16
1799923at2	Duplicated	NODE_2_length_111158_cov_110.480244	35068	35436	+	131.1	103	https://www.orthodb.org/v10?query=1799923at2	50S ribosomal protein L14
1799923at2	Duplicated	NODE_380_length_11804_cov_4.086467	5729	6100	-	130.4	103	https://www.orthodb.org/v10?query=1799923at2	50S ribosomal protein L14
1822215at2	Complete	NODE_273_length_15571_cov_90.118046	2920	3351	-	163.0	111	https://www.orthodb.org/v10?query=1822215at2	50S ribosomal protein L13
1822695at2	Duplicated	NODE_123_length_24743_cov_6.667518	4810	5187	+	80.6	83	https://www.orthodb.org/v10?query=1822695at2	50S ribosomal protein L7/L12
1822695at2	Duplicated	NODE_155_length_21809_cov_88.795877	7038	7418	-	79.8	86	https://www.orthodb.org/v10?query=1822695at2	50S ribosomal protein L7/L12
1827295at2	Complete	NODE_804_length_5107_cov_88.386879	4361	4810	+	73.1	66	https://www.orthodb.org/v10?query=1827295at2	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
1827334at2	Complete	NODE_92_length_27424_cov_91.722602	3308	3856	-	97.0	96	https://www.orthodb.org/v10?query=1827334at2	methyltransferase
1830156at2	Complete	NODE_469_length_9959_cov_70.173143	1988	2455	+	81.2	76	https://www.orthodb.org/v10?query=1830156at2	Endoribonuclease YbeY
1838961at2	Complete	NODE_150_length_22427_cov_176.942685	13161	13544	+	100.1	82	https://www.orthodb.org/v10?query=1838961at2	50S ribosomal protein L17
1842956at2	Complete	NODE_1136_length_2851_cov_3.518385	1439	2074	-	25.8	71	https://www.orthodb.org/v10?query=1842956at2	biotin--
1844275at2	Duplicated	NODE_190_length_19362_cov_76.614519	5493	6458	-	176.0	181	https://www.orthodb.org/v10?query=1844275at2	aspartate carbamoyltransferase
1844275at2	Duplicated	NODE_1945_length_991_cov_2.467177	56	946	+	159.1	183	https://www.orthodb.org/v10?query=1844275at2	aspartate carbamoyltransferase
1846503at2	Duplicated	NODE_18_length_54299_cov_99.117148	26482	26994	+	129.7	105	https://www.orthodb.org/v10?query=1846503at2	pantetheine-phosphate adenylyltransferase
1846503at2	Duplicated	NODE_461_length_10110_cov_5.829662	6150	6638	+	120.9	105	https://www.orthodb.org/v10?query=1846503at2	pantetheine-phosphate adenylyltransferase
1874945at2	Complete	NODE_150_length_22427_cov_176.942685	7189	7620	+	71.5	76	https://www.orthodb.org/v10?query=1874945at2	50S ribosomal protein L15
1890943at2	Duplicated	NODE_526_length_8838_cov_8.191759	939	1607	+	71.1	100	https://www.orthodb.org/v10?query=1890943at2	ribonuclease III
1890943at2	Duplicated	NODE_283_length_15122_cov_92.341908	4801	5475	-	69.1	110	https://www.orthodb.org/v10?query=1890943at2	ribonuclease III
1893906at2	Duplicated	NODE_2_length_111158_cov_110.480244	32661	32945	+	133.7	71	https://www.orthodb.org/v10?query=1893906at2	30S ribosomal protein S19
1893906at2	Duplicated	NODE_380_length_11804_cov_4.086467	8003	8281	-	127.3	71	https://www.orthodb.org/v10?query=1893906at2	30S ribosomal protein S19
1904463at2	Duplicated	NODE_110_length_25588_cov_83.939281	9546	9818	-	124.6	67	https://www.orthodb.org/v10?query=1904463at2	50S ribosomal protein L27
1904463at2	Duplicated	NODE_686_length_6447_cov_3.547567	2069	2323	-	112.6	66	https://www.orthodb.org/v10?query=1904463at2	50S ribosomal protein L27
1906715at2	Complete	NODE_58_length_33340_cov_59.493612	6364	7104	+	36.6	71	https://www.orthodb.org/v10?query=1906715at2	Protein GrpE
1932144at2	Duplicated	NODE_205_length_18535_cov_54.680301	2050	2406	-	124.1	92	https://www.orthodb.org/v10?query=1932144at2	50S ribosomal protein L20
1932144at2	Duplicated	NODE_639_length_6987_cov_4.610130	6159	6518	+	117.3	92	https://www.orthodb.org/v10?query=1932144at2	50S ribosomal protein L20
1937072at2	Duplicated	NODE_62_length_32294_cov_98.675327	12273	12731	-	107.1	68	https://www.orthodb.org/v10?query=1937072at2	30S ribosomal protein S16
1937072at2	Duplicated	NODE_346_length_12999_cov_5.703916	10450	10683	+	94.4	66	https://www.orthodb.org/v10?query=1937072at2	30S ribosomal protein S16
1937493at2	Complete	NODE_59_length_33138_cov_86.800823	29486	30022	-	137.0	159	https://www.orthodb.org/v10?query=1937493at2	ATP synthase subunit delta
1940575at2	Duplicated	NODE_277_length_15397_cov_88.737272	13006	13239	-	87.2	47	https://www.orthodb.org/v10?query=1940575at2	30S ribosomal protein S18
1940575at2	Duplicated	NODE_801_length_5165_cov_6.445362	1531	1788	-	75.2	46	https://www.orthodb.org/v10?query=1940575at2	30S ribosomal protein S18
1949059at2	Complete	NODE_686_length_6447_cov_3.547567	2334	2633	-	110.9	99	https://www.orthodb.org/v10?query=1949059at2	50S ribosomal protein L21
1959318at2	Duplicated	NODE_277_length_15397_cov_88.737272	12548	12994	-	80.3	104	https://www.orthodb.org/v10?query=1959318at2	Ribosomal protein L9
1959318at2	Duplicated	NODE_280_length_15220_cov_6.764446	3284	3730	-	75.6	100	https://www.orthodb.org/v10?query=1959318at2	Ribosomal protein L9
1963491at2	Complete	NODE_150_length_22427_cov_176.942685	5877	6221	+	131.3	102	https://www.orthodb.org/v10?query=1963491at2	50S ribosomal protein L18
1971380at2	Complete	NODE_76_length_29591_cov_90.848411	13108	13446	+	124.7	109	https://www.orthodb.org/v10?query=1971380at2	ribosome-binding factor A
1978865at2	Complete	NODE_2_length_111158_cov_110.480244	31424	31720	+	105.9	91	https://www.orthodb.org/v10?query=1978865at2	50S ribosomal protein L23
1990141at2	Duplicated	NODE_1208_length_2587_cov_4.565737	2074	2346	-	103.2	65	https://www.orthodb.org/v10?query=1990141at2	30S ribosomal protein S15
1990141at2	Duplicated	NODE_76_length_29591_cov_90.848411	14380	14649	+	99.7	64	https://www.orthodb.org/v10?query=1990141at2	30S ribosomal protein S15
1990650at2	Complete	NODE_143_length_22907_cov_96.905300	11292	11645	-	87.6	78	https://www.orthodb.org/v10?query=1990650at2	Ribosomal silencing factor RsfS
2005443at2	Complete	NODE_431_length_10757_cov_50.525749	5409	5675	-	68.3	74	https://www.orthodb.org/v10?query=2005443at2	30S ribosomal protein S20
2012682at2	Duplicated	NODE_2_length_111158_cov_110.480244	29649	29960	+	136.2	87	https://www.orthodb.org/v10?query=2012682at2	30S ribosomal protein S10
2012682at2	Duplicated	NODE_380_length_11804_cov_4.086467	10609	10923	-	115.9	87	https://www.orthodb.org/v10?query=2012682at2	30S ribosomal protein S10
2035880at2	Complete	NODE_2_length_111158_cov_110.480244	34732	35001	+	80.9	55	https://www.orthodb.org/v10?query=2035880at2	30S ribosomal protein S17
2040741at2	Complete	NODE_2_length_111158_cov_110.480244	35452	35769	+	56.1	52	https://www.orthodb.org/v10?query=2040741at2	50S ribosomal protein L24
2046660at2	Duplicated	NODE_639_length_6987_cov_4.610130	5860	6057	+	37.0	30	https://www.orthodb.org/v10?query=2046660at2	50S ribosomal protein L35
2046660at2	Duplicated	NODE_205_length_18535_cov_54.680301	2423	2620	-	35.4	33	https://www.orthodb.org/v10?query=2046660at2	50S ribosomal protein L35
2063644at2	Complete	NODE_2_length_111158_cov_110.480244	34536	34739	+	47.4	34	https://www.orthodb.org/v10?query=2063644at2	50S ribosomal protein L29
2066663at2	Duplicated	NODE_151_length_22397_cov_84.522043	4481	4699	+	90.9	56	https://www.orthodb.org/v10?query=2066663at2	translation initiation factor IF-1
2066663at2	Duplicated	NODE_380_length_11804_cov_4.086467	282	500	-	78.1	49	https://www.orthodb.org/v10?query=2066663at2	translation initiation factor IF-1
2075502at2	Complete	NODE_190_length_19362_cov_76.614519	6948	7337	-	48.4	47	https://www.orthodb.org/v10?query=2075502at2	Putative pre-16S rRNA nuclease
